class,class size,val size,val n_correct,val accuracy
Cairnsichthys rhombosomoides,118,14,9,64.286
Calamopteryx goslinei,13,2,0, 0.000
Calamopteryx jeb,3,1,0, 0.000
Calamus arctifrons,85,10,3,30.000
Calamus bajonado,129,15,5,33.333
Calamus brachysomus,44,6,3,50.000
Calamus calamus,26,4,0, 0.000
Calamus campechanus,23,3,0, 0.000
Calamus leucosteus,55,7,1,14.286
Calamus mu,44,6,0, 0.000
Calamus nodosus,43,6,0, 0.000
Calamus penna,91,11,4,36.364
Calamus pennatula,37,5,0, 0.000
Calamus proridens,39,5,0, 0.000
Calamus taurinus,24,3,0, 0.000
Callanthias allporti,16,3,0, 0.000
Callanthias australis,33,5,0, 0.000
Callanthias japonicus,74,8,3,37.500
Callanthias legras,1,1,0, 0.000
Caranx ignoblis,353,42,21,50.000
Caranx sexfasciatus,390,46,36,78.261
Chirocentrus dorab,164,19,6,31.579
Chrysophrys auratus,237,28,12,42.857
Coryphaena hippurus,367,43,36,83.721
Cybiosarda elegans,31,4,0, 0.000
Eleutheronema tetradactylum,225,26,7,26.923
Epinephelus coioides,264,31,8,25.806
Epinephelus malabaricus,366,43,15,34.884
Euthynnus affinis,234,28,5,17.857
Girella tricuspidata,200,23,9,39.130
Glaucosoma scapulare,37,5,0, 0.000
Gnathanodon speciosus,300,36,21,58.333
Grammatorcynus bicarinatus,53,7,1,14.286
Hemiramphus robustus,33,5,1,20.000
Hyporhamphus regularis,24,3,1,33.333
Lates calcarifer,225,26,11,42.308
Lethrinus laticaudis,74,8,1,12.500
Liza vaigiensis,178,21,10,47.619
Lutjanus argentimaculatus,405,48,22,45.833
Lutjanus johnii,214,26,10,38.462
Macquaria novemaculeata,144,17,5,29.412
Mugil cephalus,303,36,25,69.444
Nibea soldado,65,7,3,42.857
Nibea squammosa,1,1,0, 0.000
Platycephalus arenarius,18,3,0, 0.000
Platycephalus endrachtensis,9,2,0, 0.000
Platycephalus fuscus,294,35,8,22.857
Platycephalus indicus,281,33,8,24.242
Plectropomus maculatus,255,30,7,23.333
Polydactylus macrochir,45,6,0, 0.000
Pomadasys argenteus,100,12,8,66.667
Pomadasys kaakan,118,14,3,21.429
Pomatomus saltatrix,402,47,12,25.532
Protonibea diacanthus,81,9,0, 0.000
Rachycentron canadum,315,38,24,63.158
Rhabdosargus sarba,274,33,23,69.697
Sarda australis,164,19,4,21.053
Scomberoides commersonnianus,101,12,0, 0.000
Scomberoides lysan,205,24,5,20.833
Scomberoides tala,11,2,0, 0.000
Scomberoides tol,85,10,2,20.000
Scomberomorus commerson,209,26,5,19.231
Scomberomorus munroi,28,4,0, 0.000
Scomberomorus queenslandicus,17,3,0, 0.000
Scomberomorus semifasciatus,14,2,0, 0.000
Seriola dumerili,339,41,18,43.902
Seriola hippos,261,31,12,38.710
Seriola lalandi,309,37,20,54.054
Seriola rivoliana,313,38,11,28.947
Seriolina nigrofasciata,121,14,3,21.429
Siganus spinus,461,55,34,61.818
Sillago analis,15,3,0, 0.000
Sillago ciliata,66,7,2,28.571
Sillago maculata,113,13,2,15.385
Sillago robusta,9,2,0, 0.000
Sillago sihama,159,19,4,21.053
Sphyraena barracuda,376,44,28,63.636
Sphyraena obtusata,275,33,18,54.545
Thunnus albacares,314,37,27,72.973
Thunnus tonggol,262,31,7,22.581
Trachinotus baillonii,297,36,13,36.111
Trachinotus blochii,336,19,10,52.632
Trachinotus coppingeri,32,0,0, 0.000

training accuracy,0.49487425436887383
validation accuracy,0.2940074906367041
